DataSetID|EntitySortOrder|ColumnPosition|AttributeID|AttributeName|AttributeLabel|Description|StorageType|MeasurementScaleDomainID|FormatString|PrecisionDateTime|Enumeration_xml|TextPatternDefinition|Unit|PrecisionNumeric|NumberType|Bounds_xml|MissingValueCode_xml
32|1|151|Dominant_wave_period151|Dominant_wave_period|Dominant_wave_period|The period corresponding to the frequency band with the maximum value of spectral density in the nondirectional wave spectrum.|float|ratio|||||second|0.001|real||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
2001|4|29|patch_28|Patch 28|Patch 28|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
32|2|3|d_along_shore_velocity_bottom_mps|along_shore_velocity_bottom_mps|Along shore water velocity bottom bin|Along shore water velocity bottom bin (m/s) (eastward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|4|d_data_coverage_along_shore_velocity_bottom_mps|data_coverage_along_shore_velocity_bottom_mps|Data coverage|Fraction of data points available out of those possible for along_shore_velocity_bottom_mps|float|ratio|||||fraction|0.01|real||
32|2|5|d_along_shore_velocity_surface_mps|along_shore_velocity_surface_mps|Along shore water velocity near surface|Along shore water velocity near surface bin (m/s) (eastward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|6|d_data_coverage_along_shore_velocity_surface_mps|data_coverage_along_shore_velocity_surface_mps|Data coverage|Fraction of data points available out of those possible for along_shore_velocity_surface_mps|float|ratio|||||fraction|0.01|real||
32|2|7|d_across_shore_velocity_bottom_mps|across_shore_velocity_bottom_mps|Across shore water velocity bottom|Across shore water velocity bottom bin (m/s) (northward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|8|d_data_coverage_across_shore_velocity_bottom_mps|data_coverage_across_shore_velocity_bottom_mps|Data coverage|Fraction of data points available out of those possible for across_shore_velocity_bottom_mps|float|ratio|||||fraction|0.01|real||
32|2|9|d_across_shore_velocity_surface_mps|across_shore_velocity_surface_mps|Across shore water velocity near surface|Across shore water velocity near surface bin (m/s) (northward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|10|d_data_coverage_across_shore_velocity_surface_mps|data_coverage_across_shore_velocity_surface_mps|Data coverage|Fraction of data points available out of those possible for across_shore_velocity_surface_mps|float|ratio|||||fraction|0.01|real||
32|2|11|d_current_speed_bottom_mps|current_speed_bottom_mps|Water current speed bottom|Water current speed bottom bin (m/s) (not a vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|12|d_data_coverage_current_speed_bottom_mps|data_coverage_current_speed_bottom_mps|Data coverage|Fraction of data points available out of those possible for current_speed_bottom_mps|float|ratio|||||fraction|0.01|real||
32|2|13|d_current_speed_surface_mps|current_speed_surface_mps|Water current speed near surface|Water current speed near surface bin (m/s) (not a vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|14|d_data_coverage_current_speed_surface_mps|data_coverage_current_speed_surface_mps|Data coverage|Fraction of data points available out of those possible for current_speed_surface_mps|float|ratio|||||fraction|0.01|real||
32|2|15|d_wave_power_adcp|wave_power_adcp|Wave power|Wave power (adcp) (rho * g * Hs^2 * Tp) This is the wave power per meter of wave crest.|float|ratio|||||wattsPerMeter|100|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|16|d_data_coverage_wave_power_adcp|data_coverage_wave_power_adcp|Data coverage|Fraction of data points available out of those possible for wave_power_adcp|float|ratio|||||fraction|0.01|real||
32|2|17|d_wave_ht_adcp_m|wave_ht_adcp_m|Significant wave height|Significant wave height (adcp) (m)|float|ratio|||||meter|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|18|d_data_coverage_wave_ht_adcp_m|data_coverage_wave_ht_adcp_m|Data coverage|Fraction of data points available out of those possible for wave_ht_adcp_m|float|ratio|||||fraction|0.01|real||
32|2|19|d_wave_period_adcp_sec|wave_period_adcp_sec|Dominant wave period|Dominant wave period (adcp) (sec)|float|ratio|||||second|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|20|d_data_coverage_wave_period_adcp_sec|data_coverage_wave_period_adcp_sec|Data coverage|Fraction of data points available out of those possible for wave_period_adcp_sec|float|ratio|||||fraction|0.01|real||
32|2|21|d_wave_direction_adcp_degtrue|wave_direction_adcp_degtrue|Wave direction|Wave direction (adcp) (from, degrees true)|float|ratio|||||degree|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|22|d_data_coverage_wave_direction_adcp_degtrue|data_coverage_wave_direction_adcp_degtrue|Data coverage|Fraction of data points available out of those possible for wave_direction_adcp_degtrue|float|ratio|||||fraction|0.01|real||
32|2|23|d_wave_power_sbe26|wave_power_sbe26|Wave power|Wave power (SBE26) (rho *g * Hs^2 * Tp) This is the wave power per meter of wave crest.|float|ratio|||||wattsPerMeter|100|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|24|d_data_coverage_wave_power_sbe26|data_coverage_wave_power_sbe26|Data coverage|Fraction of data points available out of those possible for wave_power_sbe26|float|ratio|||||fraction|0.01|real||
32|2|25|d_wave_ht_sbe26_m|wave_ht_sbe26_m|Significant wave height|Significant wave height (SBE26) (m)|float|ratio|||||meter|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|26|d_data_coverage_wave_ht_sbe26_m|data_coverage_wave_ht_sbe26_m|Data coverage|Fraction of data points available out of those possible for wave_ht_sbe26_m|float|ratio|||||fraction|0.01|real||
32|2|27|d_wave_period_sbe26_sec|wave_period_sbe26_sec|Dominant wave period|Dominant wave period (SBE26) (sec)|float|ratio|||||second|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|28|d_data_coverage_wave_period_sbe26_sec|data_coverage_wave_period_sbe26_sec|Data coverage|Fraction of data points available out of those possible for wave_period_sbe26_sec|float|ratio|||||fraction|0.01|real||
32|2|29|d_sea_surface_ht_sbe26_m|sea_surface_ht_sbe26_m|Sea surface height above bottom|Sea surface height above bottom (hab) (SBE26) (m)|float|ratio|||||meter|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|31|d_upper_watercolumn_temperature_sbe39_C|upper_watercolumn_temperature_sbe39_C|Upper water column depth averaged temperature|Upper water column depth averaged temperature (>13m hab*) (sbe39s only) *hab = height above bottom|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|32|d_data_coverage_upper_watercolumn_temperature_sbe39_C|data_coverage_upper_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for upper_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
32|2|33|d_middle_watercolumn_temperature_sbe39_C|middle_watercolumn_temperature_sbe39_C|Middle water column depth averaged temperature|Middle water column depth averaged temperature (>7m to <12m hab) (sbe39s only)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|34|d_data_coverage_middle_watercolumn_temperature_sbe39_C|data_coverage_middle_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for middle_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
32|2|35|d_bottom_watercolumn_temperature_sbe39_C|bottom_watercolumn_temperature_sbe39_C|Lower water column depth averaged temperature|Lower water column depth averaged temperature ( < 6m hab) (sbe39s only)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|36|d_data_coverage_bottom_watercolumn_temperature_sbe39_C|data_coverage_bottom_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for bottom_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
32|2|37|d_temperature_shallow_sbe37_C|temperature_shallow_sbe37_C|Upper temperature|Upper temperature (mooored sbe37 CTD) (approx hab 14 to 17m)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|38|d_data_coverage_temperature_shallow_sbe37_C|data_coverage_temperature_shallow_sbe37_C|Data coverage|Fraction of data points available out of those possible for temperature_shallow_sbe37_C|float|ratio|||||fraction|0.01|real||
32|2|39|d_salinity_shallow_sbe37_psu|salinity_shallow_sbe37_psu|Upper salinity|Upper salinity (mooored sbe37 CTD)|float|ratio|||||dimensionless|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|40|d_data_coverage_salinity_shallow_sbe37_psu|data_coverage_salinity_shallow_sbe37_psu|Data coverage|Fraction of data points available out of those possible for salinity_shallow_sbe37_psu|float|ratio|||||fraction|0.01|real||
32|2|41|d_density_shallow_sbe37_sigt|density_shallow_sbe37_sigt|Upper density|Upper density (mooored sbe37 CTD)|float|ratio|||||kilogramPerMeterCubed|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|42|d_data_coverage_density_shallow_sbe37_sigt|data_coverage_density_shallow_sbe37_sigt|Data coverage|Fraction of data points available out of those possible for density_shallow_sbe37_sigt|float|ratio|||||fraction|0.01|real||
32|2|43|d_temperature_deeper_sbe37_C|temperature_deeper_sbe37_C|Lower temperature|Lower temperature (moored sbe37 CTD) (approx hab 4 to 6m)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|44|d_data_coverage_temperature_deeper_sbe37_C|data_coverage_temperature_deeper_sbe37_C|Data coverage|Fraction of data points available out of those possible for temperature_deeper_sbe37_C|float|ratio|||||fraction|0.01|real||
32|2|45|d_salinity_deeper_sbe37_psu|salinity_deeper_sbe37_psu|Lower salinity|Lower salinity (moored sbe37 CTD)|float|ratio|||||dimensionless|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|46|d_data_coverage_salinity_deeper_sbe37_psu|data_coverage_salinity_deeper_sbe37_psu|Data coverage|Fraction of data points available out of those possible for salinity_deeper_sbe37_psu|float|ratio|||||fraction|0.01|real||
32|2|47|d_density_deeper_sbe37_sigt|density_deeper_sbe37_sigt|Lower density|Lower density (moored sbe37 CTD) sigma-theta: Density anomaly calculated with in situ salinity, potential temperature and pressure=0. sigmatheta = density[kg/m3] - 1000kg/m3. (International Equation of State, Joint Panel on Oceanographic Tables and Standards, 1981)|float|ratio|||||kilogramPerMeterCubed|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|2|48|d_data_coverage_density_deeper_sbe37_sigt|data_coverage_density_deeper_sbe37_sigt|Data coverage|Fraction of data points available out of those possible for density_deeper_sbe37_sigt|float|ratio|||||fraction|0.01|real||
32|3|3|w_along_shore_velocity_bottom_mps|along_shore_velocity_bottom_mps|Along shore water velocity bottom bin|Along shore water velocity bottom bin (m/s) (eastward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|4|w_data_coverage_along_shore_velocity_bottom_mps|data_coverage_along_shore_velocity_bottom_mps|Data coverage|Fraction of data points available out of those possible for along_shore_velocity_bottom_mps|float|ratio|||||fraction|0.01|real||
32|3|5|w_along_shore_velocity_surface_mps|along_shore_velocity_surface_mps|Along shore water velocity near surface|Along shore water velocity near surface bin (m/s) (eastward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|6|w_data_coverage_along_shore_velocity_surface_mps|data_coverage_along_shore_velocity_surface_mps|Data coverage|Fraction of data points available out of those possible for along_shore_velocity_surface_mps|float|ratio|||||fraction|0.01|real||
32|3|7|w_across_shore_velocity_bottom_mps|across_shore_velocity_bottom_mps|Across shore water velocity bottom|Across shore water velocity bottom bin (m/s) (northward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|8|w_data_coverage_across_shore_velocity_bottom_mps|data_coverage_across_shore_velocity_bottom_mps|Data coverage|Fraction of data points available out of those possible for across_shore_velocity_bottom_mps|float|ratio|||||fraction|0.01|real||
32|3|9|w_across_shore_velocity_surface_mps|across_shore_velocity_surface_mps|Across shore water velocity near surface|Across shore water velocity near surface bin (m/s) (northward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|10|w_data_coverage_across_shore_velocity_surface_mps|data_coverage_across_shore_velocity_surface_mps|Data coverage|Fraction of data points available out of those possible for across_shore_velocity_surface_mps|float|ratio|||||fraction|0.01|real||
32|3|11|w_current_speed_bottom_mps|current_speed_bottom_mps|Water current speed bottom|Water current speed bottom bin (m/s) (not a vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|12|w_data_coverage_current_speed_bottom_mps|data_coverage_current_speed_bottom_mps|Data coverage|Fraction of data points available out of those possible for current_speed_bottom_mps|float|ratio|||||fraction|0.01|real||
32|3|13|w_current_speed_surface_mps|current_speed_surface_mps|Water current speed near surface|Water current speed near surface bin (m/s) (not a vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|14|w_data_coverage_current_speed_surface_mps|data_coverage_current_speed_surface_mps|Data coverage|Fraction of data points available out of those possible for current_speed_surface_mps|float|ratio|||||fraction|0.01|real||
32|3|15|w_wave_power_adcp|wave_power_adcp|Wave power|Wave power (adcp) (rho * g * Hs^2 * Tp) This is the wave power per meter of wave crest.|float|ratio|||||wattsPerMeter|100|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|16|w_data_coverage_wave_power_adcp|data_coverage_wave_power_adcp|Data coverage|Fraction of data points available out of those possible for wave_power_adcp|float|ratio|||||fraction|0.01|real||
32|3|17|w_wave_ht_adcp_m|wave_ht_adcp_m|Significant wave height|Significant wave height (adcp) (m)|float|ratio|||||meter|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|18|w_data_coverage_wave_ht_adcp_m|data_coverage_wave_ht_adcp_m|Data coverage|Fraction of data points available out of those possible for wave_ht_adcp_m|float|ratio|||||fraction|0.01|real||
32|3|19|w_wave_period_adcp_sec|wave_period_adcp_sec|Dominant wave period|Dominant wave period (adcp) (sec)|float|ratio|||||second|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|20|w_data_coverage_wave_period_adcp_sec|data_coverage_wave_period_adcp_sec|Data coverage|Fraction of data points available out of those possible for wave_period_adcp_sec|float|ratio|||||fraction|0.01|real||
32|3|21|w_wave_direction_adcp_degtrue|wave_direction_adcp_degtrue|Wave direction|Wave direction (adcp) (from, degrees true)|float|ratio|||||degree|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|22|w_data_coverage_wave_direction_adcp_degtrue|data_coverage_wave_direction_adcp_degtrue|Data coverage|Fraction of data points available out of those possible for wave_direction_adcp_degtrue|float|ratio|||||fraction|0.01|real||
32|3|23|w_wave_power_sbe26|wave_power_sbe26|Wave power|Wave power (SBE26) (rho *g * Hs^2 * Tp) This is the wave power per meter of wave crest.|float|ratio|||||wattsPerMeter|100|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|24|w_data_coverage_wave_power_sbe26|data_coverage_wave_power_sbe26|Data coverage|Fraction of data points available out of those possible for wave_power_sbe26|float|ratio|||||fraction|0.01|real||
32|3|25|w_wave_ht_sbe26_m|wave_ht_sbe26_m|Significant wave height|Significant wave height (SBE26) (m)|float|ratio|||||meter|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|26|w_data_coverage_wave_ht_sbe26_m|data_coverage_wave_ht_sbe26_m|Data coverage|Fraction of data points available out of those possible for wave_ht_sbe26_m|float|ratio|||||fraction|0.01|real||
32|3|27|w_wave_period_sbe26_sec|wave_period_sbe26_sec|Dominant wave period|Dominant wave period (SBE26) (sec)|float|ratio|||||second|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|28|w_data_coverage_wave_period_sbe26_sec|data_coverage_wave_period_sbe26_sec|Data coverage|Fraction of data points available out of those possible for wave_period_sbe26_sec|float|ratio|||||fraction|0.01|real||
32|3|29|w_sea_surface_ht_sbe26_m|sea_surface_ht_sbe26_m|Sea surface height above bottom|Sea surface height above bottom (SBE26) (m)|float|ratio|||||meter|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|30|w_data_coverage_sea_surface_ht_sbe26_m|data_coverage_sea_surface_ht_sbe26_m|Data coverage|Fraction of data points available out of those possible for sea_surface_ht_sbe26_m|float|ratio|||||fraction|0.01|real||
32|3|31|w_upper_watercolumn_temperature_sbe39_C|upper_watercolumn_temperature_sbe39_C|Upper water column depth averaged temperature|Upper water column depth averaged temperature (>13m hab*) (sbe39s only)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|32|w_data_coverage_upper_watercolumn_temperature_sbe39_C|data_coverage_upper_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for upper_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
32|3|33|w_middle_watercolumn_temperature_sbe39_C|middle_watercolumn_temperature_sbe39_C|Middle water column depth averaged temperature|Middle water column depth averaged temperature (>7m to <12m hab) (sbe39s only)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|34|w_data_coverage_middle_watercolumn_temperature_sbe39_C|data_coverage_middle_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for middle_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
4002|1|1|nominal_year|year|Year|Nominal year of observation.|date|dateTime|YYYY|1 Year|||||||
32|3|35|w_bottom_watercolumn_temperature_sbe39_C|bottom_watercolumn_temperature_sbe39_C|Lower water column depth averaged temperature|Lower water column depth averaged temperature ( < 6m hab) (sbe39s only)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|36|w_data_coverage_bottom_watercolumn_temperature_sbe39_C|data_coverage_bottom_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for bottom_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
32|3|37|w_temperature_shallow_sbe37_C|temperature_shallow_sbe37_C|Upper temperature|Upper temperature (mooored sbe37 CTD) (approx hab 14 to 17m)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|38|w_data_coverage_temperature_shallow_sbe37_C|data_coverage_temperature_shallow_sbe37_C|Data coverage|Fraction of data points available out of those possible for temperature_shallow_sbe37_C|float|ratio|||||fraction|0.01|real||
32|3|39|w_salinity_shallow_sbe37_psu|salinity_shallow_sbe37_psu|Upper salinity|Upper salinity (mooored sbe37 CTD)|float|ratio|||||dimensionless|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|40|w_data_coverage_salinity_shallow_sbe37_psu|data_coverage_salinity_shallow_sbe37_psu|Data coverage|Fraction of data points available out of those possible for salinity_shallow_sbe37_psu|float|ratio|||||fraction|0.01|real||
32|3|41|w_density_shallow_sbe37_sigt|density_shallow_sbe37_sigt|Upper density|Upper density (mooored sbe37 CTD)|float|ratio|||||kilogramPerMeterCubed|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|42|w_data_coverage_density_shallow_sbe37_sigt|data_coverage_density_shallow_sbe37_sigt|Data coverage|Fraction of data points available out of those possible for density_shallow_sbe37_sigt|float|ratio|||||fraction|0.01|real||
32|3|43|w_temperature_deeper_sbe37_C|temperature_deeper_sbe37_C|Lower temperature|Lower temperature (moored sbe37 CTD) (approx hab 4 to 6m)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|44|w_data_coverage_temperature_deeper_sbe37_C|data_coverage_temperature_deeper_sbe37_C|Data coverage|Fraction of data points available out of those possible for temperature_deeper_sbe37_C|float|ratio|||||fraction|0.01|real||
32|3|45|w_salinity_deeper_sbe37_psu|salinity_deeper_sbe37_psu|Lower salinity|Lower salinity (moored sbe37 CTD)|float|ratio|||||dimensionless|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|46|w_data_coverage_salinity_deeper_sbe37_psu|data_coverage_salinity_deeper_sbe37_psu|Data coverage|Fraction of data points available out of those possible for salinity_deeper_sbe37_psu|float|ratio|||||fraction|0.01|real||
32|3|47|w_density_deeper_sbe37_sigt|density_deeper_sbe37_sigt|Lower density|Lower density (moored sbe37 CTD) sigma-theta: Density anomaly calculated with in situ salinity, potential temperature and pressure=0. sigmatheta = density[kg/m3] - 1000kg/m3. (International Equation of State, Joint Panel on Oceanographic Tables and Standards, 1981)|float|ratio|||||kilogramPerMeterCubed|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|3|48|w_data_coverage_density_deeper_sbe37_sigt|data_coverage_density_deeper_sbe37_sigt|Data coverage|Fraction of data points available out of those possible for density_deeper_sbe37_sigt|float|ratio|||||fraction|0.01|real||
32|4|3|m_along_shore_velocity_bottom_mps|along_shore_velocity_bottom_mps|Along shore water velocity bottom bin|Along shore water velocity bottom bin (m/s) (eastward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|4|m_data_coverage_along_shore_velocity_bottom_mps|data_coverage_along_shore_velocity_bottom_mps|Data coverage|Fraction of data points available out of those possible for along_shore_velocity_bottom_mps|float|ratio|||||fraction|0.01|real||
32|4|5|m_along_shore_velocity_surface_mps|along_shore_velocity_surface_mps|Along shore water velocity near surface|Along shore water velocity near surface bin (m/s) (eastward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|6|m_data_coverage_along_shore_velocity_surface_mps|data_coverage_along_shore_velocity_surface_mps|Data coverage|Fraction of data points available out of those possible for along_shore_velocity_surface_mps|float|ratio|||||fraction|0.01|real||
32|4|7|m_across_shore_velocity_bottom_mps|across_shore_velocity_bottom_mps|Across shore water velocity bottom|Across shore water velocity bottom bin (m/s) (northward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|8|m_data_coverage_across_shore_velocity_bottom_mps|data_coverage_across_shore_velocity_bottom_mps|Data coverage|Fraction of data points available out of those possible for across_shore_velocity_bottom_mps|float|ratio|||||fraction|0.01|real||
32|4|9|m_across_shore_velocity_surface_mps|across_shore_velocity_surface_mps|Across shore water velocity near surface|Across shore water velocity near surface bin (m/s) (northward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|10|m_data_coverage_across_shore_velocity_surface_mps|data_coverage_across_shore_velocity_surface_mps|Data coverage|Fraction of data points available out of those possible for across_shore_velocity_surface_mps|float|ratio|||||fraction|0.01|real||
32|4|11|m_current_speed_bottom_mps|current_speed_bottom_mps|Water current speed bottom|Water current speed bottom bin (m/s) (not a vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|12|m_data_coverage_current_speed_bottom_mps|data_coverage_current_speed_bottom_mps|Data coverage|Fraction of data points available out of those possible for current_speed_bottom_mps|float|ratio|||||fraction|0.01|real||
32|4|13|m_current_speed_surface_mps|current_speed_surface_mps|Water current speed near surface|Water current speed near surface bin (m/s) (not a vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|14|m_data_coverage_current_speed_surface_mps|data_coverage_current_speed_surface_mps|Data coverage|Fraction of data points available out of those possible for current_speed_surface_mps|float|ratio|||||fraction|0.01|real||
32|4|15|m_wave_power_adcp|wave_power_adcp|Wave power|Wave power (adcp) (rho * g * Hs^2 * Tp)|float|ratio|||||wattsPerMeter|100|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|16|m_data_coverage_wave_power_adcp|data_coverage_wave_power_adcp|Data coverage|Fraction of data points available out of those possible for wave_power_adcp|float|ratio|||||fraction|0.01|real||
32|4|17|m_wave_ht_adcp_m|wave_ht_adcp_m|Significant wave height|Significant wave height (adcp) (m)|float|ratio|||||meter|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|18|m_data_coverage_wave_ht_adcp_m|data_coverage_wave_ht_adcp_m|Data coverage|Fraction of data points available out of those possible for wave_ht_adcp_m|float|ratio|||||fraction|0.01|real||
32|4|19|m_wave_period_adcp_sec|wave_period_adcp_sec|Dominant wave period|Dominant wave period (adcp) (sec)|float|ratio|||||second|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|20|m_data_coverage_wave_period_adcp_sec|data_coverage_wave_period_adcp_sec|Data coverage|Fraction of data points available out of those possible for wave_period_adcp_sec|float|ratio|||||fraction|0.01|real||
32|4|21|m_wave_direction_adcp_degtrue|wave_direction_adcp_degtrue|Wave direction|Wave direction (adcp) (from, degrees true)|float|ratio|||||degree|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|22|m_data_coverage_wave_direction_adcp_degtrue|data_coverage_wave_direction_adcp_degtrue|Data coverage|Fraction of data points available out of those possible for wave_direction_adcp_degtrue|float|ratio|||||fraction|0.01|real||
32|4|23|m_wave_power_sbe26|wave_power_sbe26|Wave power|Wave power (SBE26) (rho *g * Hs^2 * Tp) This is the wave power per meter of wave crest.|float|ratio|||||wattsPerMeter|100|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|4|24|m_data_coverage_wave_power_sbe26|data_coverage_wave_power_sbe26|Data coverage|Fraction of data points available out of those possible for wave_power_sbe26|float|ratio|||||fraction|0.01|real||
32|4|25|m_wave_ht_sbe26_m|wave_ht_sbe26_m|Significant wave height|Significant wave height (SBE26) (m)|float|ratio|||||meter|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
